"id","Schule","Schwerpunkt","Motivation","EinschaetzungLehrer","Punkte"
32,1,"Kuenstlerisch",54.1575922655848,14.4290988530399,74.9528041577644
33,1,"Kuenstlerisch",42.205405406302,-12.198797814484,49.4830607526554
34,1,"Kuenstlerisch",48.8974046539457,13.1968201203718,66.278953595685
35,1,"Kuenstlerisch",45.914027850073,-3.56078711118091,57.1294964005489
36,1,"Kuenstlerisch",55.3833872088007,13.7123219071008,74.8582133408709
37,1,"Kuenstlerisch",55.398320018764,1.67323326986432,69.6838332552778
38,1,"Kuenstlerisch",50.7106405249943,-11.4793944473977,60.0451231438645
39,1,"Kuenstlerisch",50.7848977319192,-2.92291470841902,63.2591563917366
40,1,"Kuenstlerisch",49.1563986755962,14.8230636086105,69.110207927448
41,1,"Kuenstlerisch",48.654811538722,15.2979921947098,68.4636855895635
42,1,"Kuenstlerisch",54.0388420949959,10.5732815476572,72.5309158352731
43,1,"Kuenstlerisch",44.3764138073557,-16.0845787256607,50.6416247553297
44,1,"Kuenstlerisch",42.8460598887754,15.3518442563601,62.0612167478188
45,1,"Kuenstlerisch",50.3017833886593,14.8182600096645,71.3325902440357
46,1,"Kuenstlerisch",46.0350875243852,-3.24059071444103,56.8010671165896
47,1,"Kuenstlerisch",51.7013796601691,-2.52287236355691,65.7830735632874
48,1,"Kuenstlerisch",48.7026563517544,1.0112277337159,61.3482572315503
49,1,"Kuenstlerisch",43.475756764167,-8.49865718112382,52.5228119026799
50,1,"Kuenstlerisch",51.8408672093552,15.5790551044504,72.757612189271
51,1,"Kuenstlerisch",58.4659500816468,-7.18210700164045,70.1545703151834
52,1,"Kuenstlerisch",54.9791851079763,-10.6605927460523,65.0295887275087
53,1,"Kuenstlerisch",50.9337606774719,-8.7098502831104,61.0582281544262
54,1,"Kuenstlerisch",56.1916869902941,14.8411359776647,77.4138164844702
55,1,"Kuenstlerisch",51.5468664873815,6.01839925936747,67.5508175007217
56,1,"Kuenstlerisch",53.1785896447012,-19.5214330646966,58.9920103434549
57,1,"Kuenstlerisch",50.1159163729254,7.20963416064652,67.5361681711814
58,1,"Kuenstlerisch",55.8893180125831,14.2328181544109,75.3829680277552
59,1,"Kuenstlerisch",47.7322670016414,-6.02297337985948,58.3075835197036
60,1,"Kuenstlerisch",52.0796376935278,-2.55441980454778,65.6147517264684
61,1,"Kuenstlerisch",43.3077880473772,18.6470146359337,61.9549693661564
62,1,"Kuenstlerisch",43.540126307952,-3.43023792427011,54.1621839153716
63,1,"Kuenstlerisch",48.454628929834,2.78886505641972,61.7801349861884
64,1,"Kuenstlerisch",50.7825604647786,6.52104713768957,66.2556245514553
65,1,"Kuenstlerisch",45.8304162406441,-7.64519156277758,55.346102072326
66,1,"Kuenstlerisch",49.8772535845267,-5.76472584153179,64.1181404952036
67,1,"Kuenstlerisch",44.3132422413699,3.99669144608461,58.7858644999963
68,1,"Kuenstlerisch",55.3602712376163,4.10622565611906,71.7358417462053
69,1,"Kuenstlerisch",61.5724929089569,-2.65854963108494,75.8131147880395
70,1,"Kuenstlerisch",52.1148655249787,-5.17917099825434,63.0889857907933
71,1,"Kuenstlerisch",49.3153047639062,-12.6977040152714,57.7025035332132
72,1,"Kuenstlerisch",56.641982617324,0.359805878173923,72.4552066920355
73,1,"Kuenstlerisch",52.1826783270117,-2.80738881190332,62.9936114383693
74,1,"Kuenstlerisch",50.3321425713963,8.78240658723471,67.4596378873754
75,1,"Kuenstlerisch",56.5232990480744,-12.0063641260217,67.2999165230927
76,1,"Kuenstlerisch",48.9537023044507,-12.7426859397339,58.8448228651467
77,1,"Kuenstlerisch",55.0912651863607,2.25432636200532,70.5684996123825
78,1,"Kuenstlerisch",56.8301748133241,-7.9712552320262,67.5790214702463
79,1,"Kuenstlerisch",57.3834792444901,-2.49375849463749,71.3028120275172
80,1,"Kuenstlerisch",54.4365326560488,4.26006668026964,71.7589345050192
81,1,"Kuenstlerisch",44.9204555022937,-2.44129576748662,56.6260469934305
82,1,"Kuenstlerisch",59.3543453054398,8.66999360464018,77.8093552240408
83,1,"Kuenstlerisch",55.3809920983932,7.89221034059959,73.4867609615497
84,1,"Kuenstlerisch",44.6279618558532,0.974734461053558,57.8038009244908
85,1,"Kuenstlerisch",39.0221201322496,-0.0043013799671452,48.4018598647085
86,1,"Kuenstlerisch",52.6727228428053,21.3074713976974,74.2372351316976
87,1,"Kuenstlerisch",56.7186671470352,-20.2573774229511,65.3351072675389
88,1,"Kuenstlerisch",56.925017705919,0.22830624458522,72.7143969915396
89,1,"Kuenstlerisch",63.7346338768005,-15.6602297784276,76.4046073856015
90,1,"Kuenstlerisch",49.7702765575272,-13.8686353138916,57.3126647631052
91,1,"Kuenstlerisch",53.7154266961584,-13.9598551670487,62.3986112797423
92,1,"Kuenstlerisch",51.3021234765271,6.71896661999637,68.8154683965779
93,1,"Kuenstlerisch",52.1414095192446,6.17992785318452,70.4317677665274
94,1,"Kuenstlerisch",48.1587062303634,11.3650916561809,65.3820376072417
95,1,"Kuenstlerisch",64.4371165176784,8.41092743926495,83.8911548959521
96,1,"Kuenstlerisch",46.964636780939,-14.7326850377294,54.7865447562979
97,1,"Kuenstlerisch",40.604006316302,-7.15486297102607,49.5504446380109
98,1,"Kuenstlerisch",53.5917828434982,-23.6727161714698,58.5791776863436
99,1,"Kuenstlerisch",51.2571278449484,8.84956987776269,68.9684366755985
100,1,"Kuenstlerisch",52.3351148657089,4.87558974733634,69.4614159978716
101,2,"Kuenstlerisch",48.910558097967,-3.87921427613498,62.7127676812466
102,2,"Kuenstlerisch",43.9117614639056,6.08156510525445,58.0939505364855
103,2,"Kuenstlerisch",46.2296074734766,-2.9131761915075,59.9005795127708
104,2,"Kuenstlerisch",50.9561509037737,-6.83334358247224,66.0728486806069
105,2,"Kuenstlerisch",55.2364138234005,-14.605782940282,70.6137355628754
106,2,"Kuenstlerisch",55.449141925474,13.002423128192,86.6632387512721
107,2,"Kuenstlerisch",53.4773720967315,-22.977089645899,62.330566524218
108,2,"Kuenstlerisch",47.3781562175638,-16.8975640634383,53.5333314279577
109,2,"Kuenstlerisch",51.3200796458786,14.7084730072691,79.009427767957
110,2,"Kuenstlerisch",56.206001965384,2.0939967031676,82.499184300397
111,2,"Kuenstlerisch",53.21648619416,-1.69794307600312,73.636910973552
112,2,"Kuenstlerisch",45.0161869539871,-3.31240663835032,55.6248595116949
113,2,"Kuenstlerisch",39.9885077278717,-1.14528679476712,46.1864428693952
114,2,"Kuenstlerisch",47.6208044652955,6.80979569288209,65.0984396359613
115,2,"Kuenstlerisch",50.2208999094844,-7.93406143737304,64.0088760017571
116,2,"Kuenstlerisch",43.0943232077412,0.422367087038963,52.9716177090423
117,2,"Kuenstlerisch",51.2375982730789,-11.2604371514584,63.9815018261587
118,2,"Kuenstlerisch",51.1209482516353,12.6606991848987,75.7018090542785
119,2,"Kuenstlerisch",54.3073947200016,-2.47674579202758,76.858179908457
120,2,"Kuenstlerisch",45.3661886769464,-8.34858256046902,52.0297271046448
121,2,"Kuenstlerisch",48.3977849761063,8.88067947534973,70.0336537161612
122,2,"Kuenstlerisch",53.3651238841119,12.5498105060095,82.8828220203974
123,2,"Kuenstlerisch",43.671851215082,-24.3142986928479,39.7789804118543
124,2,"Kuenstlerisch",47.4073951874713,-4.59167596349117,58.9478178548231
125,2,"Kuenstlerisch",55.6124706278574,8.86012852842971,83.8504444126385
126,2,"Kuenstlerisch",48.4201123222843,-0.205214171846686,65.7351387302711
127,2,"Kuenstlerisch",41.2085039821287,9.17109121045218,53.0467367419637
128,2,"Kuenstlerisch",56.1862671914759,-16.6151101199976,69.569523542445
129,2,"Kuenstlerisch",41.680238154337,-9.42780584801509,43.1474702709706
130,2,"Kuenstlerisch",59.2786722823368,-9.80437630983491,83.701361379256
131,2,"Kuenstlerisch",55.2899870738489,-22.2907329371121,67.1150754933965
132,2,"Kuenstlerisch",50.1863440826559,-2.96837262841156,67.1083820232802
133,2,"Kuenstlerisch",50.0230251139132,15.7392072670221,77.3582064730254
134,2,"Kuenstlerisch",40.280828633736,2.13070402178189,46.0939751144221
135,2,"Kuenstlerisch",42.1518829503579,-2.52200040390124,48.1997884711525
136,2,"Kuenstlerisch",48.6335142026412,-4.84411531479526,61.3769435822336
137,2,"Kuenstlerisch",52.3442690987424,6.17382393657527,76.8589360300697
138,2,"Kuenstlerisch",55.162693810359,6.31998056659857,83.7522100547894
139,2,"Kuenstlerisch",42.9080194788385,11.3403800608566,58.5743617156805
140,2,"Kuenstlerisch",49.5606124862882,-5.20199800505101,63.6392233089627
141,2,"Kuenstlerisch",57.8931537407547,4.3975573170414,89.0423751913062
142,2,"Kuenstlerisch",51.2231246620852,6.21486177224837,74.4015384564596
143,2,"Kuenstlerisch",57.4854674874016,0.684540428508328,85.3906854986383
144,2,"Kuenstlerisch",54.579532094475,-5.36521885307593,74.1897903467401
145,2,"Kuenstlerisch",51.6042059559124,-4.41649819106822,69.532957388187
146,2,"Kuenstlerisch",52.8136213727843,-6.04221095949845,70.9333649048268
147,2,"Kuenstlerisch",52.6964765896842,-3.51508713608007,70.9727726680486
148,2,"Kuenstlerisch",44.6329754433391,7.14388095187838,61.361528669862
149,2,"Kuenstlerisch",40.5841968579728,-3.88606267179367,45.3106617183658
150,2,"Kuenstlerisch",54.5569510033315,7.38323237952517,81.6517514605729
151,2,"Kuenstlerisch",50.2479817622818,10.1475082508448,74.2720200476564
152,2,"Kuenstlerisch",43.821725467987,2.59709227229901,55.2347152577273
153,2,"Kuenstlerisch",43.6812404619733,0.727544663140037,55.2517999391676
154,2,"Kuenstlerisch",44.2856752112777,-1.1461499705338,55.2107144221073
155,2,"Kuenstlerisch",53.2720587599228,15.8356068310977,83.538953704544
156,2,"Kuenstlerisch",46.6159027643916,4.95617359221475,62.6467825444874
157,2,"Kuenstlerisch",44.6304475442473,1.10586816188873,57.3274734324071
158,2,"Kuenstlerisch",45.1217093545614,-15.2604671997253,50.947821045992
159,2,"Kuenstlerisch",44.3686268774306,1.79793681350366,54.8674078146075
160,2,"Kuenstlerisch",40.153436350405,-0.562823579875084,44.553668151894
161,2,"Kuenstlerisch",47.0900551151972,20.3322377563495,73.3828705667713
162,2,"Kuenstlerisch",41.1874643050233,-7.91874806959527,44.8839110724582
163,2,"Kuenstlerisch",47.3608699639007,5.82119374660423,65.1998613737832
164,2,"Kuenstlerisch",43.1283620974426,6.40294648750315,55.7436083786194
165,2,"Kuenstlerisch",40.3314369755234,1.66257559273975,46.5672389103144
166,2,"Kuenstlerisch",54.8989154654201,0.531704439042814,78.6415579272931
167,2,"Kuenstlerisch",42.5215524533208,2.05302690035115,53.7772980266114
168,2,"Kuenstlerisch",58.5040477453094,-1.90333305939315,85.5877717908374
169,2,"Kuenstlerisch",42.9948715487711,7.62345598115554,54.7936370699863
170,2,"Kuenstlerisch",47.5776847770744,-21.3366687463269,51.0539627009416
171,2,"Kuenstlerisch",43.9191069210478,14.6995257946111,62.0351960486271
172,2,"Kuenstlerisch",50.5238525947134,4.63007594890807,70.9713912850244
173,2,"Kuenstlerisch",48.7873144519756,-2.45623711168524,63.1692477745537
174,2,"Kuenstlerisch",42.9210947710176,5.27432243642691,54.6671177286036
175,2,"Kuenstlerisch",44.7527008110912,0.474232881105564,55.1809184722189
176,2,"Kuenstlerisch",51.3452848491439,4.9356955989178,74.458986034765
177,2,"Kuenstlerisch",47.6064191951022,-4.66921917168369,60.3712438768402
178,2,"Kuenstlerisch",48.5027581610048,15.7218472020989,70.8374218275332
179,2,"Kuenstlerisch",55.190742538225,-16.9958126432815,69.8620389724307
180,2,"Kuenstlerisch",55.1446255781781,12.1572853322903,84.4063644054715
181,2,"Kuenstlerisch",40.1416240169904,10.6575122355779,53.0994267940906
182,2,"Kuenstlerisch",43.5833504909068,-9.11599083906159,47.9358313309715
183,2,"Kuenstlerisch",50.2429062614056,-3.12153504609508,67.5562263231653
184,2,"Kuenstlerisch",56.0531554465952,-1.40418616080735,81.3219945247572
185,2,"Kuenstlerisch",47.5766468276331,10.2910293936087,66.4386206795488
186,2,"Kuenstlerisch",46.0334519375334,-8.79130637775455,53.1742433434557
187,2,"Kuenstlerisch",50.862071785636,-6.08994670560891,66.7290062840446
188,2,"Kuenstlerisch",55.5260655214661,0.230373143719573,80.5277764747149
189,2,"Kuenstlerisch",53.7043776457569,19.4713871899847,86.3639080580398
190,2,"Kuenstlerisch",48.7927667534305,-14.7649946407254,57.1736787360151
191,2,"Kuenstlerisch",53.0747872115701,-12.4732880320999,68.6398971231979
192,2,"Kuenstlerisch",56.9127323461155,2.86034389818188,84.9407449127726
193,2,"Kuenstlerisch",47.0839871984121,-5.33421758773538,58.2065109387956
194,2,"Kuenstlerisch",49.0103496209912,23.9542149503496,80.2877602826055
195,2,"Kuenstlerisch",46.9838526068863,-8.77162609534466,56.9033548762022
196,2,"Kuenstlerisch",44.5567579957203,-3.05471290595477,54.9079660610002
197,2,"Kuenstlerisch",50.9195763697302,-7.2083121478468,64.4497540040347
198,2,"Kuenstlerisch",56.5356814738302,2.93939725024508,83.2354028894332
199,2,"Kuenstlerisch",49.1585835468533,-11.6902171928308,56.6800153886735
200,2,"Kuenstlerisch",51.7192037391692,4.5220747757467,74.4169049500459
201,3,"Kuenstlerisch",51.8823728089816,6.58775552602726,67.9755897823604
202,3,"Kuenstlerisch",49.0273019547642,4.45749307520598,65.2098936421171
203,3,"Kuenstlerisch",39.4233198825398,7.37258151927651,63.6770200145741
204,3,"Kuenstlerisch",45.4346629903534,-1.03639161246597,63.6112068145722
205,3,"Kuenstlerisch",51.748546260755,9.31775057547927,66.8331805867083
206,3,"Kuenstlerisch",52.0278855405082,-0.0420079106503988,64.6109466910672
207,3,"Kuenstlerisch",52.5266306176218,7.88410753852851,68.2417492672776
208,3,"Kuenstlerisch",41.0406644677539,10.8860444910697,65.4745213415257
209,3,"Kuenstlerisch",46.6925553229714,8.07336934139906,67.4452353273573
210,3,"Kuenstlerisch",48.13863577268,8.78540883504898,66.3690189939291
211,3,"Kuenstlerisch",50.793305042718,0.471232719403558,64.9425363424505
212,3,"Kuenstlerisch",46.6079379207509,14.8471165900939,68.4351634666816
213,3,"Kuenstlerisch",50.412445138896,-14.9249611172569,58.2112092213868
214,3,"Kuenstlerisch",56.2187005463909,-5.47920437234579,63.3208723165931
215,3,"Kuenstlerisch",54.4024777407576,18.3266750492432,73.9406264643242
216,3,"Kuenstlerisch",52.7197936375227,-15.2213495686212,57.2406965038623
217,3,"Kuenstlerisch",46.0454743663286,-9.10814846085871,59.3325778098399
218,3,"Kuenstlerisch",52.1357234829262,6.924586841677,67.5683123924738
219,3,"Kuenstlerisch",54.7555715850601,0.328886666896507,66.2536361307239
220,3,"Kuenstlerisch",54.1005854522994,-8.72291774979589,61.479811250535
221,3,"Kuenstlerisch",40.94527014729,0.229422775109094,61.0961102595385
222,3,"Kuenstlerisch",48.6004318160492,-4.11855690066538,61.3848946573787
223,3,"Kuenstlerisch",53.3553412807381,-7.36244236480013,60.1280473341643
224,3,"Kuenstlerisch",57.984862654364,-4.44745312348382,62.8655094292354
225,3,"Kuenstlerisch",46.3713408566189,-10.457156521701,56.5071057988868
226,3,"Kuenstlerisch",54.8028758292146,-1.33211672205228,64.0610747112571
227,3,"Kuenstlerisch",54.7821979247782,-19.7592796876521,57.452719187342
228,3,"Kuenstlerisch",56.329238433422,-16.7733409972767,59.2265446466762
229,3,"Kuenstlerisch",48.8152191336059,-2.86881998172768,61.0700748554748
230,3,"Kuenstlerisch",42.3994296178476,13.650523936971,67.0133812004509
231,3,"Kuenstlerisch",51.697767126382,6.1828409745841,66.50450471425
232,3,"Kuenstlerisch",56.9798695557387,6.68983745180836,68.7686505375737
233,3,"Kuenstlerisch",44.0696888831135,-5.4318925458181,60.6804025526333
234,3,"Kuenstlerisch",47.9776422522733,-0.72194628284157,62.7218323052298
235,3,"Kuenstlerisch",48.5644692523056,-5.51904421021264,61.8747550957028
236,3,"Kuenstlerisch",54.7129287416827,9.35001661452203,69.5485699245543
237,3,"Kuenstlerisch",44.7263070499653,1.63374983443225,61.7945784710061
238,3,"Kuenstlerisch",46.7136124497867,1.48461571600801,63.8133721782543
239,3,"Kuenstlerisch",47.9285556475271,7.73041407299852,66.9702097014679
240,3,"Kuenstlerisch",52.2698334675721,-10.1426747662651,60.8688079265101
241,3,"Kuenstlerisch",47.2302301363245,-20.4109031269915,55.2662491589191
242,3,"Kuenstlerisch",51.7693426412968,5.32324091700517,66.5595213254347
243,3,"Kuenstlerisch",50.7414290839588,5.38401184909153,65.9661930031503
244,3,"Kuenstlerisch",51.8825595766924,-5.20163334711546,62.3350623288864
245,3,"Kuenstlerisch",57.5349355194328,-1.42674823483988,67.4374553302548
246,3,"Kuenstlerisch",45.3635252412809,-2.74970190856664,61.1693828772874
247,3,"Kuenstlerisch",47.064293846159,-18.2454318428935,55.0591372935967
248,3,"Kuenstlerisch",62.2946285485616,12.5764155467763,72.9912958812828
249,3,"Kuenstlerisch",53.3687094047624,-9.40104034526537,60.9857453493454
250,3,"Kuenstlerisch",51.6721218349362,-5.66099814492582,63.2114801332407
251,3,"Kuenstlerisch",58.0452096827098,6.74188154267608,70.6297332555436
252,3,"Kuenstlerisch",44.4230037102819,-17.0340544320198,54.0893812074174
253,3,"Kuenstlerisch",50.0506503504892,-6.79217788453989,59.3920222967961
254,3,"Kuenstlerisch",44.7382103165787,-17.1300225128288,54.1783014910658
255,3,"Kuenstlerisch",52.1696161984326,5.38424825697394,68.7929508676688
256,3,"Kuenstlerisch",53.2904480859894,-2.01102323848423,64.2970040431004
257,3,"Kuenstlerisch",42.7996333463479,-1.26050049429933,62.1615733131515
258,3,"Kuenstlerisch",52.3668060447832,-2.80404480721003,62.8236312404186
259,3,"Kuenstlerisch",45.9707394109264,-18.1034052358295,54.7644490955703
260,3,"Kuenstlerisch",46.0726703711316,-4.34947582737361,60.5125564309189
261,3,"Kuenstlerisch",44.3232469881907,-2.11640461864221,60.2499904981072
262,3,"Kuenstlerisch",45.4428741171487,-2.2578304790718,61.8420832464273
263,3,"Kuenstlerisch",50.4498313635853,-5.89444073328234,62.0031246585316
264,3,"Kuenstlerisch",48.8195262814718,10.9099107455904,66.9367373090317
265,3,"Kuenstlerisch",58.13789561359,-6.15102124969295,63.4181177204753
266,3,"Kuenstlerisch",52.5260031376569,8.38652589947674,68.8926873489923
267,3,"Kuenstlerisch",50.1871865105326,15.0916572184289,70.2906619971987
268,3,"Kuenstlerisch",51.8258260508962,-2.26120175784888,63.5614639683539
269,3,"Kuenstlerisch",43.0269959919401,9.92212321961934,65.5424094751781
270,3,"Kuenstlerisch",53.1756732752444,15.3786723699751,71.4112333894504
271,3,"Kuenstlerisch",47.6112365111676,-12.9523704283216,60.0416232418038
272,3,"Kuenstlerisch",45.9001287284596,6.99698250047638,64.7272652105384
273,3,"Kuenstlerisch",56.2619207766074,2.49284929799106,67.7364437468339
274,3,"Kuenstlerisch",43.408250269789,-7.72262128301992,56.5317810738551
275,3,"Kuenstlerisch",52.7213059038679,0.224072902530961,66.8774430166748
276,3,"Kuenstlerisch",49.0655150088853,8.07881003464767,66.7777242894416
277,3,"Kuenstlerisch",53.0798180013658,9.16427497793872,68.3557086073057
278,3,"Kuenstlerisch",52.6399379202515,-14.1265798180856,59.2021445260894
279,3,"Kuenstlerisch",51.1722764480013,8.16160930310788,68.5848620669644
280,3,"Kuenstlerisch",49.4385095844313,14.2904885111488,66.9961375634271
281,3,"Kuenstlerisch",43.4185154364201,-1.59140210021643,61.8579785984577
282,3,"Kuenstlerisch",48.316162388698,4.1320902705647,64.2547485503491
283,3,"Kuenstlerisch",52.3920508514297,-13.4351312519416,59.155924527845
284,3,"Kuenstlerisch",44.5304421444119,12.0074125070941,66.6169177662472
285,3,"Kuenstlerisch",56.3070279462335,-6.23889026622405,60.9750908666827
286,3,"Kuenstlerisch",50.180075915056,-1.6023312216285,62.8215683982005
287,3,"Kuenstlerisch",59.4053360405623,-11.0863498653756,63.7279187000183
288,3,"Kuenstlerisch",45.6677247733746,0.906984055252298,63.4752974867432
289,3,"Kuenstlerisch",45.0257611808619,1.46196127828006,62.0044931920533
290,3,"Kuenstlerisch",42.4138322461604,-1.44765732639517,59.6406510958222
291,3,"Kuenstlerisch",49.7991142601531,13.1742559015844,69.018692172189
292,3,"Kuenstlerisch",41.0673110780524,1.29438887905263,61.5230102945267
293,3,"Kuenstlerisch",54.7812310379938,-2.27090115594922,62.8644637320606
294,3,"Kuenstlerisch",48.5975207916236,-9.85636745140885,58.5136951153151
295,3,"Kuenstlerisch",47.9440633610988,6.70964422939085,66.3146088370442
296,3,"Kuenstlerisch",47.6828477748303,3.16545762979418,63.3074972011048
297,3,"Kuenstlerisch",37.7253149552627,8.81151983603194,63.4710340837708
298,3,"Kuenstlerisch",51.5644316506192,-6.31464562992999,60.9373157968144
299,3,"Kuenstlerisch",46.0433091153818,1.00410734692613,63.1175028980875
300,3,"Kuenstlerisch",51.1273250462282,5.74622311518895,67.8632397734271
301,4,"Kuenstlerisch",41.0809607806234,5.27721713491257,39.0749442685343
302,4,"Kuenstlerisch",43.1508558355332,6.51287602725152,41.0643770711949
303,4,"Kuenstlerisch",51.9698834723785,-6.33582437608448,52.9670045861206
304,4,"Kuenstlerisch",51.3361102391147,-1.5501929361279,54.8198745286939
305,4,"Kuenstlerisch",50.4361785441268,-4.47660239188159,49.5755272055218
306,4,"Kuenstlerisch",57.7593246774754,-8.09869439729949,63.6183411396201
307,4,"Kuenstlerisch",53.9776434760007,-10.0200567964378,55.2265048108467
308,4,"Kuenstlerisch",51.7067006128103,-1.48947758635113,54.2192392687098
309,4,"Kuenstlerisch",44.4509509169827,5.06156798802117,45.7598813389629
310,4,"Kuenstlerisch",44.7881893604963,-2.42542475070488,40.5925725425319
311,4,"Kuenstlerisch",49.0550258002965,-6.41171513681333,48.7218718704957
312,4,"Kuenstlerisch",56.4301536069528,0.295388320464459,64.5115660529156
313,4,"Kuenstlerisch",42.8440525527787,2.47327588119072,41.0378077333575
314,4,"Kuenstlerisch",48.0626973519727,-12.9071547995222,41.7660495914937
315,4,"Kuenstlerisch",47.4869853080218,-12.2098532957649,44.03382875999
316,4,"Kuenstlerisch",50.3377524310128,8.68237743633219,58.2917620655749
317,4,"Kuenstlerisch",52.5327322755644,-14.2752498560015,51.6174455157829
318,4,"Kuenstlerisch",43.5919215584114,-1.02917714717296,42.6783116000183
319,4,"Kuenstlerisch",44.7232298482597,-4.12011763606979,41.4766092257175
320,4,"Kuenstlerisch",47.5891060853572,6.79119337214306,52.5143826599885
321,4,"Kuenstlerisch",53.6426594216258,-15.7470443081283,51.3882944058356
322,4,"Kuenstlerisch",48.9080978268361,0.892737166902494,51.5080901025698
323,4,"Kuenstlerisch",56.5445656844632,6.49681766185877,67.9218029992579
324,4,"Kuenstlerisch",48.7464920033671,-21.1906021866325,42.4147989361518
325,4,"Kuenstlerisch",47.2717254150807,7.69140800187996,51.5370222386866
326,4,"Kuenstlerisch",56.1545367615365,15.3001261467927,70.5552997220308
327,4,"Kuenstlerisch",47.3108560031216,8.10586119655308,51.4844539080425
328,4,"Kuenstlerisch",52.9791089134088,0.892483795413065,58.381744090249
329,4,"Kuenstlerisch",52.2598148581665,-6.81337270711251,54.8004771602065
330,4,"Kuenstlerisch",46.6789789958911,4.7442222365791,49.5384134922496
331,4,"Kuenstlerisch",38.8611727279366,0.51879543683927,32.4082571933845
332,4,"Kuenstlerisch",49.996355478864,5.22921796594973,54.9118164012959
333,4,"Kuenstlerisch",56.7942933763489,3.29473603110198,64.0675057393863
334,4,"Kuenstlerisch",43.3622038149774,-4.93418397210155,41.5130128778457
335,4,"Kuenstlerisch",51.2488153816542,-13.437891521597,49.1138068748314
336,4,"Kuenstlerisch",44.1993201643265,2.82273892071387,44.6774574507619
337,4,"Kuenstlerisch",56.2729303330975,-5.0742744812824,62.8691619080592
338,4,"Kuenstlerisch",48.613267182752,-3.98863774700579,49.2913739168752
339,4,"Kuenstlerisch",48.864095119889,-13.7499996972226,45.2640348695289
340,4,"Kuenstlerisch",47.7255405161156,-15.4125839251838,41.9120682864407
341,4,"Kuenstlerisch",49.4364869002217,-4.38793817192282,50.2021361117848
342,4,"Kuenstlerisch",49.8293283887402,9.00669397301391,55.9954057742316
343,4,"Kuenstlerisch",48.0095453324733,7.05341107647486,51.7976215238451
344,4,"Kuenstlerisch",48.3284530051912,7.90770993824664,51.5947179204797
345,4,"Kuenstlerisch",52.7959031875667,-5.52918076328961,53.5369174652403
346,4,"Kuenstlerisch",48.7852219914016,-2.63070054286203,50.6376891419284
347,4,"Kuenstlerisch",41.5495743064338,3.94577636785112,37.9395030732691
348,4,"Kuenstlerisch",43.5245115265153,11.9658700216505,46.4761090359785
349,4,"Kuenstlerisch",55.1519865318499,3.8151440439617,61.6113956711382
350,4,"Kuenstlerisch",46.1315782752202,-4.40190357677173,45.481253757099
351,4,"Kuenstlerisch",51.9873323665003,-20.4614978283553,49.3766982663388
352,4,"Kuenstlerisch",46.3395891967375,8.99148589678915,51.0774830431147
353,4,"Kuenstlerisch",52.7829191046664,0.0209339758999518,54.8708937806306
354,4,"Kuenstlerisch",47.3665603220657,-0.532164784748402,45.600841485455
